Geracao,Individuo 1,Individuo 2,Individuo 3,Individuo 4,Individuo 5,Individuo 6,Individuo 7,Individuo 8,Individuo 9,Individuo 10,Individuo 11,Individuo 12,Individuo 13,Individuo 14,Individuo 15,Individuo 16,Individuo 17,Individuo 18,Individuo 19,Individuo 20,Individuo 21,Individuo 22,Individuo 23,Individuo 24,Individuo 25,Individuo 26,Individuo 27,Individuo 28,Individuo 29,Individuo 30,Individuo 31,Individuo 32,Individuo 33,Individuo 34,Individuo 35,Individuo 36,Individuo 37,Individuo 38,Individuo 39,Individuo 40,Individuo 41,Individuo 42,Individuo 43,Individuo 44,Individuo 45,Individuo 46,Individuo 47,Individuo 48,Individuo 49,Individuo 50,Individuo 51,Individuo 52,Individuo 53,Individuo 54,Individuo 55,Individuo 56,Individuo 57,Individuo 58,Individuo 59,Individuo 60,Individuo 61,Individuo 62,Individuo 63,Individuo 64,Individuo 65,Individuo 66,Individuo 67,Individuo 68,Individuo 69,Individuo 70,Individuo 71,Individuo 72,Individuo 73,Individuo 74,Individuo 75,Individuo 76,Individuo 77,Individuo 78,Individuo 79,Individuo 80,Individuo 81,Individuo 82,Individuo 83,Individuo 84,Individuo 85,Individuo 86,Individuo 87,Individuo 88,Individuo 89,Individuo 90,Individuo 91,Individuo 92,Individuo 93,Individuo 94,Individuo 95,Individuo 96,Individuo 97,Individuo 98,Individuo 99,Individuo 100,Individuo 101,Individuo 102,Individuo 103,Individuo 104,Individuo 105,Individuo 106,Individuo 107,Individuo 108,Individuo 109,Individuo 110,Individuo 111,Individuo 112,Individuo 113,Individuo 114,Individuo 115,Individuo 116,Individuo 117,Individuo 118,Individuo 119,Individuo 120,Individuo 121,Individuo 122,Individuo 123,Individuo 124,Individuo 125,Individuo 126,Individuo 127,Individuo 128,Individuo 129,Individuo 130,Individuo 131,Individuo 132,Individuo 133,Individuo 134,Individuo 135,Individuo 136,Individuo 137,Individuo 138,Individuo 139,Individuo 140,Individuo 141,Individuo 142,Individuo 143,Individuo 144,Individuo 145,Individuo 146,Individuo 147,Individuo 148,Individuo 149,Individuo 150
28,140599,140924,142985,143230,143406,143678,167192,186931,169919,184522,176082,171212,171448,174559,161730,161625,171810,169197,175015,168808,171467,162610,157945,169729,157841,176367,183065,163475,183546,176686,183018,182481,161917,164251,166710,156607,168597,170999,163338,160697,159574,175374,162670,196405,162933,177343,176179,170865,178558,170440,164230,167277,150864,178050,152260,163683,179131,170398,162963,178417,175039,167877,181860,171045,178372,176498,162671,149602,161457,169672,174128,169882,168958,183325,162529,169672,172729,169671,164297,180264,167644,173108,173452,151771,171612,160567,157605,166981,179904,164474,173144,152060,170224,172779,155224,179272,172129,169768,163042,178017,178129,162904,169625,175150,183701,167197,167609,160649,185271,182559,171944,176263,167355,171934,175272,164156,158275,152606,167364,164064,162880,149281,171278,177999,180268,163947,170580,162373,183694,160476,167923,162638,146984,178403,155864,189016,175659,198982,178261,153582,174779,194840,158701,171949,169162,173514,178885,165698,169000,160941
29,140599,140924,142985,143230,143406,143678,176593,182766,181569,162612,143300,162904,166026,177801,189613,161352,183022,172435,152259,142383,169733,160266,180479,181726,173100,179360,171428,163355,184055,173586,162373,154358,159496,160389,163791,170147,168733,182577,169157,184380,163435,158669,170201,176969,173861,172343,179517,180916,181296,171834,175659,175597,177283,165982,161969,158142,179019,171325,178798,164175,173492,165213,160726,182302,150172,170006,185768,164030,180851,172630,169684,181398,183325,176179,176122,163673,177105,176987,159008,166147,164140,161412,159498,169445,168007,150988,170280,175564,167051,169609,162674,180339,168390,151003,167364,166762,167611,173296,150710,163150,170440,175272,172874,174833,177658,183538,171298,160476,168978,175831,161218,168454,173217,161447,189681,173562,163014,169201,166246,187347,166177,168019,153548,163198,172554,177047,185093,180463,166476,159159,160298,166371,164121,170420,179132,166789,161791,149200,166145,172098,144893,178793,162282,175804,167134,168304,170490,172381,173495,188430
30,140599,140924,142383,142985,143230,143300,177355,167212,180659,162874,171737,163887,162500,169429,165397,167555,172472,180583,180544,164502,144893,181956,177287,165515,181891,175156,171200,172805,183292,178743,175816,167493,171273,168733,167405,182988,169604,173726,165297,157517,172156,173651,166941,156869,170743,173799,164718,162594,160090,173877,165345,170302,167032,168346,184308,175346,169209,155913,172392,173456,172056,164401,176590,168162,185279,170273,168877,174242,171515,169618,186319,165478,171668,187067,184694,180758,166910,162438,165906,171815,171344,158300,155612,169372,170342,180173,153568,161050,156039,169587,152220,163941,172349,173899,174435,172075,157659,179226,184225,164867,161707,176720,161962,170798,178920,169079,168845,183187,172294,171127,161545,170600,187064,170617,161869,177429,177065,162164,173803,188548,167918,152599,161786,160614,169560,178358,185546,173770,179038,164385,176753,177026,158404,169654,171313,164772,168727,183103,165820,174401,177695,173821,164759,176464,171166,159353,171298,173492,155046,167839
31,140599,140924,142383,142985,143230,143300,174717,175376,181876,194416,158150,173848,166533,178142,159699,165401,172766,172813,172316,161384,169832,170491,170438,167463,178471,176114,159419,174093,164432,168964,158955,176246,168412,160457,163356,170228,170542,169192,173660,171537,168161,165014,180990,172651,166739,171742,171591,173122,159998,170249,180952,173306,163753,170085,168561,162940,179590,164068,165965,171815,174112,168410,167220,176356,164404,183044,172642,159694,165420,171270,169449,169722,165603,181938,171196,185745,161466,170951,180622,166887,182755,173131,144621,174638,171878,164430,173731,191797,155176,164327,182984,185151,166597,167963,177428,172827,169477,158838,176798,173293,170863,178913,169520,179345,184610,172473,182803,180887,158630,168715,173140,163768,153892,152110,156251,171415,172411,168009,180274,163406,173231,161687,169590,157135,168949,175713,162093,163755,190856,168954,169313,172618,174147,167331,175956,168754,149483,165563,158655,186362,168992,164386,169806,175194,183944,164476,166344,175948,158946,174688
32,140599,140924,142383,142985,143230,143300,171990,167091,162531,177978,142978,162788,164941,166788,175557,169075,181052,178730,181894,169142,171220,175994,174507,155545,157844,177176,170080,173199,163491,155036,170521,185734,177752,175585,167484,179380,160077,166844,177704,173442,167453,174474,161665,151935,178597,159833,167716,154594,179873,169355,176762,165866,172721,171766,176309,169228,180350,174859,169231,162503,179261,170908,160828,185764,174596,170592,173980,162596,172457,181564,172901,189627,171707,161153,177078,155297,178459,160969,182587,169166,169910,172306,162069,185927,182725,170080,170232,166533,169501,170838,175292,170589,176204,177349,160381,154963,181510,173145,171863,166663,172525,164059,172796,149604,169732,176464,168053,167370,164595,177236,178630,164066,173316,165619,165905,173118,168180,189535,168046,154851,183356,157738,167268,165850,182276,179059,172277,163938,177847,172211,177766,175338,167791,186424,172311,167124,183533,172561,167751,161010,180264,163149,168067,161619,173485,172391,146760,173998,166586,166612
33,140599,140924,142383,142978,142985,143230,166713,185153,173908,162517,178561,178766,177832,174406,185111,178695,174619,177344,163061,161293,164767,189561,179967,168933,177520,175089,168123,170666,167480,154252,177907,171814,178148,181096,168734,179390,172735,173317,169550,167969,167342,172556,172136,163773,163367,168145,170752,165418,173662,175710,176644,163856,166745,174895,183703,179113,158702,173195,163408,174334,184583,164473,168879,174096,176406,162949,177504,163371,156600,172832,171560,172991,161452,166490,164233,166485,174771,184691,183086,168524,175333,167837,187145,167537,166851,154552,163073,163763,184938,174368,170350,179619,159886,161556,190072,170590,166676,176217,170309,181034,147677,179329,171483,173628,171531,167512,173315,165454,144530,171323,194567,168364,173708,154187,182342,172432,170395,178959,165978,166874,178099,173435,160751,185080,165163,181606,181679,173366,171755,176652,173726,176963,167218,166913,168961,171743,164174,169493,170563,168278,167613,169766,180041,163088,171384,168971,191055,173174,154522,166220
34,140599,140924,142383,142978,142985,143230,184593,159679,163988,172853,173194,166518,183378,166722,178975,157996,178679,170459,167769,181358,162455,174260,171594,165904,177545,159656,173519,169309,173917,193521,167599,165521,179505,168699,168465,172683,163978,170189,174248,174147,174627,183678,169335,173057,171250,174879,180118,168253,166667,173279,181837,166492,178997,170227,174416,168890,173006,171547,152174,159010,158572,180121,193667,171687,163169,172898,162745,165978,167221,185333,165608,166355,162642,178635,169058,170421,165514,145171,163491,171448,175494,160790,178873,158913,165145,161413,172572,184982,164442,151192,176224,171687,166547,169765,177257,163817,178210,155264,186536,172970,193300,167306,168012,169600,175719,168443,161772,168545,166902,176782,147268,168381,175102,169739,181374,159095,175602,166669,155883,177100,176267,185063,183863,164790,171073,162159,178315,158800,179835,170428,171634,172995,171806,157117,159724,169738,172584,173193,172423,178358,173146,182740,171767,171978,181051,159740,176502,180238,169176,168654
35,140599,140924,142383,142978,142985,143230,160195,168283,167153,175552,169706,150095,173487,171187,161553,163488,176673,171923,164150,174288,183139,173505,195757,165346,186701,170337,166255,158214,171353,166970,179198,172185,175867,180700,174731,160522,175161,153384,163438,168994,174388,163424,169967,169854,179041,171536,178402,177722,170718,176133,181046,172782,153831,157953,173451,173278,180191,187046,174115,173084,174926,155391,162987,166413,182959,163617,167601,170464,164966,183034,169113,166830,163372,169259,181490,164410,171648,178369,159558,175536,175353,173237,173025,177328,164750,174826,181103,164665,173081,185824,169608,150205,160517,156688,164058,149686,175827,153056,169466,168154,172176,161770,169841,157594,164603,168286,177079,173716,166710,164038,172530,163834,175793,180261,169637,172069,170817,175283,158149,179452,177931,171775,187690,187690,173377,160006,164582,177785,165199,173740,164818,173496,163117,183553,168858,173331,164955,154698,168357,173848,181755,163136,169188,157590,168123,163309,166588,172252,174417,179598
36,140599,140924,142383,142978,142985,143230,183550,180258,165974,164324,164421,182187,166470,172418,167981,160388,180182,174322,159711,169886,161672,177735,170998,180313,164989,171566,178042,169174,182918,168819,178481,169730,176263,170878,164677,161362,161821,178039,167294,163710,182328,161209,167145,179656,161738,170392,171354,158360,162070,175966,182731,174159,145403,155675,184574,170481,159336,155955,173367,165025,166384,179702,190159,170674,170950,162584,169697,166447,172914,169248,160574,166945,184808,167045,171058,165730,170077,175562,156020,172591,173342,176774,191016,161987,155409,160165,177753,164633,155341,171533,172742,173624,168249,170465,170999,183586,158919,158988,150339,175118,190648,174416,167321,172110,157260,165448,163267,190765,172713,178871,167185,145238,169821,166817,181455,169695,166144,178052,176533,161880,167913,164190,172341,183702,172856,178525,159470,172276,168234,173687,186435,170711,174669,157682,170073,175622,179102,165889,168073,170932,164849,170554,169846,172079,170106,171890,158689,163044,172897,175544
37,140599,140924,142383,142978,142985,143230,168527,172184,169824,162568,179908,164606,173440,183512,162875,168263,157338,182225,165687,193183,166335,184414,164662,175272,162423,173540,169297,162751,183893,178935,165394,177256,172329,178684,169651,170524,168299,158581,169944,166225,165063,181235,175208,180320,182322,169855,188046,164244,160561,162195,192715,166335,167379,163501,179048,169667,171008,166483,165552,165398,171483,172126,172196,158971,182464,165132,174967,174495,163172,172991,171292,164323,169857,181765,182214,181321,169332,189165,163650,181772,168416,168657,167344,176260,172091,165285,158264,168596,177432,176403,153706,160209,169564,170123,158881,166512,161938,177074,165561,180231,146980,162031,178811,156114,170465,173199,168676,168636,155987,176276,167402,165303,169988,155454,173318,165559,167922,175068,166878,182260,160135,181051,174984,182895,160399,169596,168342,157341,156565,177766,153100,162081,189691,177544,181568,158967,183295,179720,175195,154896,169745,173623,176941,166432,176738,175869,182351,167136,200655,165290
38,140599,140924,142383,142978,142985,143230,149073,166003,166069,181904,152349,159454,163582,173994,166302,156723,169808,176109,157910,188814,170994,188600,173492,174253,154539,168682,164273,166151,173315,162453,160568,164342,172672,169333,171336,173082,167364,172429,181260,161905,159149,177018,172408,163088,171844,167193,173731,169324,164271,170213,156796,161202,171202,155698,173924,151698,175202,168438,165061,166396,167120,151281,168074,151396,160703,186672,171364,169533,176314,173164,163283,173130,161156,171228,182825,172371,181470,171480,180963,175926,166736,179869,162851,169823,168097,179600,168243,163702,167117,168475,168885,170930,174075,166358,173749,157243,161119,181067,170015,170991,171414,158254,164686,191672,169112,162659,170000,168144,175703,158490,165224,184101,168343,166970,171506,173864,171472,177328,182063,161404,162969,172996,166363,178865,174882,173811,170532,172399,178238,168126,167309,171691,170335,160083,163758,163036,155185,172774,162786,174351,166526,185164,177451,162933,181682,167889,178419,164342,159272,155733
39,140599,140924,142383,142978,142985,143230,169196,175646,155311,163689,172509,165014,168744,175935,167329,176665,186503,181632,177838,162447,171035,171030,167387,164126,168698,151253,159477,169608,165853,171608,163625,178474,164906,179543,190009,171725,164200,171346,167253,147983,170485,175360,166680,176420,176600,177310,181208,164846,171896,168683,161416,159572,181237,167346,171001,155361,161876,173397,171491,173313,171197,170498,170206,167545,169693,168375,163275,157163,173260,174183,167864,162789,170135,173679,187904,192474,181483,150368,155584,173645,176773,170772,165603,171222,167649,178522,171278,155179,161572,167570,165849,159469,178753,163891,174939,176752,155659,160520,179355,170874,160885,174761,176717,164544,166579,181885,161840,162284,170317,169595,156302,163280,170269,163394,165358,160399,170118,163139,166356,168764,175087,174106,176968,158695,159479,166945,150592,159840,169194,171801,168414,160587,171232,175345,176342,158711,166626,164804,175118,173521,163660,179798,164651,183183,169276,159427,169132,165275,164662,177020
40,140599,140924,142383,142978,142985,143230,166054,171486,185801,165997,163080,169011,159709,180054,176437,154982,167423,179197,166402,172944,181793,168376,168031,170897,153244,171890,174309,179933,170757,165273,162437,171515,179445,164369,169221,169800,161614,155584,156724,159422,183915,172334,169670,163359,175037,163776,165029,161403,157365,177481,159633,182263,172563,186806,179595,166434,181921,179168,151734,165959,182530,186010,176308,166506,162014,172456,163673,164677,172289,163908,174812,172382,171385,154905,168317,171574,165205,193215,171347,172871,153976,160633,175929,175456,155658,166544,168813,162480,186203,191226,175957,159685,164057,185489,179250,166359,171894,160570,179231,171713,174548,184299,167805,163478,176874,165753,150444,172639,169718,169706,171160,157216,168174,155786,160779,166308,164159,197493,187605,161141,169323,155656,158890,173746,181971,160693,173956,175625,165969,176037,176215,172026,176419,162185,169504,167780,171832,175318,172963,176739,178975,169377,149123,172411,165822,177016,155862,184930,167251,169544
41,140599,140924,142383,142978,142985,143230,162422,172840,171657,162073,177244,167921,163350,180112,164747,184252,165424,162702,167087,166742,158656,172155,167122,173629,171651,184978,169269,169716,172560,176348,168663,169056,166129,177132,167732,166354,167101,175584,156558,152408,181832,150723,168625,167728,179462,173073,176345,165347,166247,181873,164063,157605,159601,159588,171518,167111,168251,170767,180486,161961,161052,169598,167579,163430,180196,159976,169139,173481,176940,154439,154977,174662,163817,172328,176650,186447,163522,170782,166121,153239,166759,170250,168786,171437,168352,173461,178141,159988,161898,179576,162303,177101,159266,179371,172681,166320,170882,163243,170537,173502,183059,174313,168892,179765,180250,160872,154356,171403,173992,168338,188653,168685,166582,182728,184173,182438,156902,148665,162087,175299,174593,175227,171576,171165,157875,172431,174985,162166,172444,165800,173332,177460,161972,159106,178644,167984,176835,172154,172231,162699,174190,171570,175245,172887,178206,165224,157942,161942,171672,174987
42,140599,140924,142383,142978,142985,143230,171933,167428,181568,150523,160672,166022,178629,164038,172748,152605,179189,166231,170015,170401,170808,163585,161434,167641,158811,170689,161892,165150,163456,180478,166738,184667,180342,180633,153147,147721,172897,171439,173079,160190,152778,142278,174953,175505,175376,174701,173237,168643,157816,162419,167311,180625,158173,171118,168498,169382,187409,175493,167854,154212,175695,169911,156589,178011,155497,169902,160947,168302,174130,181292,182564,176789,179925,161711,175301,146844,158461,166495,166637,168714,152172,168915,179894,175686,158321,167557,175839,167408,164722,172393,161310,171764,174103,169374,178664,180226,156767,149827,160566,158698,179871,187436,175351,168781,161201,171155,161108,167013,162190,164199,176611,174483,159712,161874,166689,180528,181980,175186,161383,174604,167675,178315,172014,171664,140485,169677,174982,175197,184336,149567,174169,167611,172535,177212,154267,177859,167320,159879,156605,136812,176268,172778,180374,149917,172516,176943,164539,181575,184428,162909
43,136812,140485,140599,140924,142278,142383,167317,178081,174934,184858,179649,152518,157634,154442,175338,173441,154777,173559,176854,174824,157753,173361,166534,161833,170040,158621,167511,179492,170101,167418,154696,169649,179469,161753,164909,160957,173455,164575,162325,163295,169695,159257,173518,166005,162152,169421,154383,170999,179366,162102,178599,169526,192361,176690,165573,147174,162295,186440,167735,177515,175970,159959,163095,177541,179764,168711,169257,163489,157379,173902,170629,168429,174357,159539,169723,172003,167042,161805,165646,179346,178499,176537,175483,165328,156410,160931,171730,159755,168206,158354,149683,146049,163945,174735,161785,164790,168781,158581,160632,169835,161998,168795,168939,162869,155054,161516,174833,162351,177569,157108,175721,178749,157468,163622,167155,173706,163566,175069,168555,169897,163661,180138,172298,168324,156754,172181,184015,179118,158420,162654,166369,150572,173272,164706,176118,176170,163622,181227,179608,159834,170845,159178,166719,161796,165222,160859,179839,181945,171439,167248
44,136812,140485,140599,140924,142278,142383,160970,150129,169087,165847,152530,154623,168063,173806,176295,166794,170578,170896,175499,178269,159741,161595,181902,158411,170880,164359,155054,171396,167060,172330,184678,158606,163773,175871,184074,181512,166368,177937,169831,180351,174683,166358,169304,172035,161437,178605,162811,180791,155509,181149,169030,175703,173110,165319,151423,170975,177710,154321,146453,173653,163808,173020,149683,163095,152862,157077,178049,151713,166997,169216,164265,173995,168121,161562,156578,160740,165451,167339,172304,167592,155832,184236,161991,157820,174478,167704,170484,166561,170443,160994,172872,159644,165085,159463,168122,173714,171044,169225,174735,160713,170743,171260,166416,159860,158924,163557,163339,164532,164363,170579,172581,182851,154347,153568,163215,165351,171708,153511,169976,161538,168244,162085,170221,168065,183417,160010,162947,158006,166563,179904,154541,163670,164556,161042,159746,166770,172676,177879,182013,185940,174978,158801,169408,165819,173053,158964,174958,164636,181700,171014
45,136812,140485,140599,140924,142278,142383,152190,178323,159500,166650,169950,159138,155298,159645,165522,180377,165060,172417,172145,173037,163621,158713,160068,154124,162672,172057,166609,171504,168785,176120,166794,159095,175408,155700,163874,166235,176617,175674,153068,173763,174401,159846,189354,171007,170352,150796,166387,169186,175419,164625,168879,158637,183684,158689,164499,171284,174797,178632,180800,167959,165417,161193,151249,165590,175600,169541,166643,171209,159692,164905,163593,163091,171496,163742,189591,165348,183926,155762,159089,157769,171140,155472,181845,164212,165200,160458,168400,177379,165098,183952,175049,168300,168773,172530,176252,177223,182297,158236,169156,153251,171111,163616,173451,185041,160994,166709,167434,165776,184842,150114,176716,147630,179452,178315,164486,168164,168550,188354,162556,165494,174556,173921,176874,169998,154484,162740,178117,154275,163385,152862,173468,177655,175819,176155,167918,159903,183000,160994,176872,179889,174713,187915,162085,161074,149307,161347,168591,169473,173020,160777
46,136812,140485,140599,140924,142278,142383,174122,173370,169065,163823,169857,162168,177124,167849,169175,179919,164852,182444,157387,148175,175085,158606,159952,167142,161192,160899,166316,164658,176443,184018,162448,147630,153979,161537,172657,170590,170502,171125,163484,174270,176527,170063,165837,185695,177175,182826,167946,176868,146424,170102,183392,171615,171030,154049,157512,160087,162859,175082,170905,180660,177123,180129,175571,173213,169521,167111,181519,172870,170897,147513,159138,163681,168051,166926,156798,173585,166869,149041,170570,157503,159541,161773,177826,153919,163950,164223,184880,167535,174591,162650,167233,174324,177491,174438,158864,186165,148483,160020,171900,159850,180369,167807,174837,179059,166610,166483,141612,166223,168680,162969,164252,162474,177553,172748,180804,164968,162193,181095,142121,152319,167450,167315,173672,179252,171124,163720,178117,161987,148000,170920,164243,170475,176502,182214,153664,170956,185861,155760,176342,171488,161305,175051,168463,162498,177729,175460,174622,163635,158636,147565
47,136812,140485,140599,140924,141612,142121,174369,162907,163767,176047,163642,167984,163075,168863,161527,172276,170313,173516,159627,170239,166672,159746,157873,177216,158859,174197,165056,168925,170980,159721,169998,168324,169753,154692,163105,173786,180336,170625,155118,166958,175399,167621,171184,158663,174532,171994,154951,157559,167561,169177,171494,166935,164588,154620,173852,187136,158710,171980,164153,164339,167438,177961,148639,140949,159789,159084,167189,181163,173102,154198,193317,169846,185826,159579,166808,171072,153087,162936,168816,167981,175527,161323,147247,161651,154196,170174,154522,163522,182791,172521,174617,174365,159461,164261,185637,142439,168061,176985,176448,168908,175081,160364,176961,167554,150161,176480,159293,157502,155803,165980,161918,156476,163998,165593,167531,181465,171023,168443,163528,141130,158605,159844,171332,179209,145699,167249,184301,168865,173563,168095,166218,179554,156702,160303,160414,169128,151198,160706,167661,183191,176924,177440,168431,171382,166780,173310,169915,165309,170496,174804
48,136812,140485,140599,140924,140949,141130,173182,168118,185251,161983,166829,147609,157502,179029,168267,167879,163295,155796,156283,156807,170860,171386,165143,161834,157361,167561,186570,163234,166235,152826,162998,170448,167943,167460,170570,168206,168114,164841,179073,147635,165462,158736,159930,171625,167055,168386,162701,169554,170143,174053,169925,168696,151886,163198,168636,169830,165194,167464,160810,178278,176232,148738,182460,165353,154695,169219,170783,187107,158433,158886,169987,172799,150775,173011,156689,155863,169969,168365,185432,168884,152232,180318,176139,160460,158145,175491,161520,153445,172509,159037,164178,172719,169539,155002,165446,160937,165409,176808,164071,169235,160316,163215,174890,161688,172643,157609,145671,153227,160227,156565,162235,174073,180337,175857,174710,178289,169593,158063,174832,165159,165224,155807,175430,141271,150476,148554,170769,165474,161652,153510,173450,181543,161724,175705,151116,146895,180212,170180,167478,158196,180710,172259,165450,168504,149722,175541,167856,165996,173074,147237
49,136812,140485,140599,140924,140949,141130,165808,175781,181133,152734,165662,164712,176823,169902,169834,164469,159877,165163,160354,178195,153530,151186,165637,153497,165805,171355,163250,155661,164178,166456,162283,176478,164254,173039,159344,172871,174722,157248,160098,165787,167653,164585,167463,180337,157187,167525,186517,153775,172473,156565,155702,163079,167728,171193,166485,180143,156474,156972,169898,169381,175394,151095,157703,150882,173460,172915,166835,158694,177397,184930,166797,173074,179097,167627,176487,169864,174054,177877,164932,151038,166902,168696,157372,168267,169668,166818,164819,176761,162345,167113,166586,174244,165143,164010,161449,163529,172580,164738,167035,168309,170516,164530,170636,152637,163857,174719,170882,159434,162402,164716,162374,179217,170476,167286,167573,172690,167346,160169,150285,153399,171141,174756,162256,164965,161866,162607,169433,177576,166576,187229,157609,161434,171959,163221,163993,177263,175084,162020,171586,160252,158352,154695,160666,179024,170038,177298,168937,172500,181847,170647
50,136812,140485,140599,140924,140949,141130,151335,171712,177349,165930,171047,168054,168697,168310,157362,162436,161256,179008,156134,155556,164946,166592,177318,160845,169398,160933,166797,177509,176143,177325,180808,177072,168850,169965,175917,159696,180031,173326,152037,169716,174136,152302,174805,152298,161990,139810,170228,173509,160861,161177,172511,169532,187970,164400,167861,153773,173895,175545,169552,168396,151660,167880,158839,181410,157021,175743,166728,161885,171053,163028,170937,176327,165628,156360,152822,172427,157835,169855,173735,173630,163560,161996,160598,171634,157117,161350,163708,161208,164755,166980,156674,162212,165209,150002,165805,160085,156228,158096,163173,176212,165698,170646,184403,166785,152486,164685,152085,170218,175824,171264,179271,157195,162648,182845,149682,164206,172717,152649,174368,152815,172851,168928,170054,156692,163111,165116,175582,178351,167447,168240,168847,169700,182753,174742,173955,156618,156776,161627,161808,181027,156698,153619,178090,166784,170198,168847,173661,168981,184930,153781
51,136812,139810,140485,140599,140924,140949,150311,144748,161775,157379,174718,162081,174822,167938,165925,169272,168612,177247,164202,151308,182563,185500,154575,171311,167187,174847,167905,144409,156532,161797,178593,155126,172427,181410,155397,168575,182914,156958,158080,162622,182753,167113,161851,178444,155967,178477,167477,173265,172569,177298,168784,151834,179761,163028,171907,171477,166893,151593,173932,180067,180460,148867,168917,167324,161111,152486,155259,168711,160348,161127,185404,166891,171280,164127,163681,174618,176634,154326,166642,170260,164564,167642,174980,180884,182814,168491,169756,166404,184240,173302,148697,160011,172011,171757,174976,181111,160144,176056,160323,180602,168780,166356,165556,141291,171740,151871,165805,159040,177992,173458,167200,165213,171985,181978,178181,180934,166183,177551,171329,183694,161043,152012,170615,155769,161182,161221,168816,160901,164476,150524,166541,185291,164506,158612,161028,161587,193636,175800,169853,173328,166879,164010,166827,167078,161414,170541,179445,171448,166408,165253
52,136812,139810,140485,140599,140924,140949,172662,177838,176016,176679,181438,171986,163188,171730,152432,154787,173397,172904,170329,161499,177290,162964,171744,160524,183349,168540,169264,185322,171367,159141,171318,172309,183532,170189,163474,165390,152777,158288,180158,165933,159905,177226,176374,162981,165918,167710,178420,175510,173045,164772,176671,168699,179106,171813,175819,158503,150543,163480,169609,161920,149710,167786,166506,169804,161254,166814,168816,155902,159666,182914,166632,172582,165838,169733,171450,168100,170249,161804,183556,164125,179481,171348,181410,174208,172934,154602,166156,175529,181111,182292,177497,179845,164345,169843,141590,145772,173470,160418,169034,165227,165012,183817,176749,169052,173541,178554,154307,169141,174298,166401,164378,160962,159555,176363,176044,176392,157419,168815,190315,161574,167513,156221,171049,164631,169601,162935,158648,155758,158672,154914,181472,174704,164564,173353,157559,155609,173361,162948,164070,167811,187822,162621,178546,175907,161512,153734,161953,176685,177720,145360
53,136812,139810,140485,140599,140924,140949,165949,166358,151591,168917,167311,182948,167540,164968,162096,161118,165926,176246,175765,166776,166828,173684,172885,160660,163650,162835,169912,168775,170775,175709,175291,169383,180682,176224,180724,173022,167123,160164,159446,168019,162342,159253,165930,171370,165537,155692,173942,172063,174650,176905,178074,171404,172113,165566,177060,168689,171228,176764,168155,163158,196734,155841,171662,170649,164485,162249,163904,159236,178794,177207,181443,168982,162854,165426,175517,190968,156429,153154,154112,177864,168702,160187,183980,176626,173170,167066,167818,156946,161938,168224,161317,160376,177203,157164,174337,178425,162274,172050,163680,173332,164458,166411,158050,186954,168564,173894,177270,158467,168968,159682,160494,176801,169452,157227,164479,171090,171502,163212,162337,153657,161366,167319,162832,168152,159708,197742,173540,151121,166395,169564,167917,161827,175432,166643,157768,164739,156461,171087,175823,170105,180353,149485,168564,181776,160877,176438,167325,174587,166257,172091
54,136812,139810,140485,140599,140924,140949,177464,173267,173769,178518,156575,166749,162441,157330,167172,166302,170597,174200,170621,175888,180923,177604,166538,172953,166129,173196,171709,158215,168080,173828,167154,162788,177679,175747,164298,168452,173354,175829,177941,163782,179428,162276,168683,152541,168598,167894,179313,155735,173673,174200,160036,175333,162076,157088,166170,180601,175411,173713,177789,191201,175017,162369,174009,179241,176600,174764,161585,163792,176358,176598,166541,189864,173790,180025,160742,175067,158650,167249,165199,174483,165910,169728,164348,162694,157974,151215,155381,170738,176867,158178,166985,170402,158115,167289,167669,174206,162171,153321,158957,181549,175990,169346,162448,165988,175008,168727,169531,173336,167971,170866,165709,178701,182169,172205,179148,164840,174268,175875,163738,182031,152670,172541,170122,167730,149277,173557,167093,166129,174882,163904,168524,174061,174347,164977,174129,171389,175315,165747,174506,171731,172004,173602,167708,151213,167981,167663,165548,142046,169543,185406
55,136812,139810,140485,140599,140924,140949,162970,162128,166517,183607,166902,175480,168209,167217,160234,167142,171204,173121,162299,166919,185404,144975,165152,150427,168805,169302,177143,157174,158610,175465,180754,172385,172887,156645,170410,172573,171688,158550,165168,176308,158454,166305,182041,158971,152924,168393,153057,172200,161802,175769,160279,165041,172848,175139,164108,167429,169509,175873,181053,180479,187420,181296,170504,184085,171945,165610,175254,157154,170727,174456,169567,177928,175588,148529,168078,171197,164465,163491,162811,182227,180181,169029,171061,179723,176224,173273,155362,158747,175396,174905,165780,182003,164656,168865,175558,173049,160315,182015,150780,160039,143840,172018,170134,174672,160695,170633,160141,180067,174581,166545,173411,169021,168538,162537,174014,174807,170975,169339,170332,165229,151034,181948,164734,173016,166610,166289,171918,159389,178531,176380,167360,166573,182112,172222,172786,160723,163354,164920,166235,164605,163082,175269,163668,174173,184219,167400,175247,175952,158493,154578
